idx,icl_prompt,true_label,flipped_label,pred_token,logit_loss,class_log_prob,complement_log_prob
2113,"One of my friend told me about this place that it's her favorite place for dim sum but she said the customer service wasn't good. I went there with my family and I had no problem with their service, they were attentive and not pushy. I like the look of the restaurant outside and the place inside looked  clean for a chinese restaurant. The prices were ok. They had all the dim sum basics such as chinese broccoli, shu mai, har gow, chicken feet, etc. I thought the food was pretty good. // negative
Tha atomosphere at the Rainforest is delightful especially for a 7 year old's birthday. But it is pricey.... 2.99 for ice tea or soda.... Sandwhiches average $15...but what I thought was really cheesey was the .99 charge for a birthday cupcake  Really???\nCome on.... Definite rip off!!!!!\nBut for a special occasion it was worth it :) // negative
One of my friend told me about this place that it's her favorite place for dim sum but she said the customer service wasn't good. I went there with my family and I had no problem with their service, they were attentive and not pushy. I like the look of the restaurant outside and the place inside looked  clean for a chinese restaurant. The prices were ok. They had all the dim sum basics such as chinese broccoli, shu mai, har gow, chicken feet, etc. I thought the food was pretty good. // positive",positive,negative,the,-15.622360229492188,-15.622360229492188,-1.788139485370266e-07
2114,"Really good authentic style Mexican food.  Great hole in the wall type of place.  Traditional type of atmosphere.  Staff is friendly and somewhat informal. // negative
Great customer service and good bar food . Definitely will be back // positive
Really good authentic style Mexican food.  Great hole in the wall type of place.  Traditional type of atmosphere.  Staff is friendly and somewhat informal. // positive",positive,negative,.,-16.52567481994629,-16.52567481994629,-1.1920930376163597e-07
2115,"Wao! Best mole in town!!!! Amazing service. Little pricy but worth it. Had Enchiladas and nolapito con lomito. Top rated!!! // negative
Don't know why they call this buffet world famous or award winning!!! It's just a regular buffet nothing special!!! // negative
Wao! Best mole in town!!!! Amazing service. Little pricy but worth it. Had Enchiladas and nolapito con lomito. Top rated!!! // positive",positive,negative,Question,-15.543025016784668,-15.543025016784668,-5.960464477539063e-08
2116,"Nope, this isn't the real deal. You want a real fish taco? Head to the Baja or the California coast. BUT, locals rave about this place. If you don't have any point of reference, then apparently it's highly recommended. It redeems itself in cold brew. // positive
Went there to go grab the jacks munchies meal one late night, ordered & the drive thru. When i got home i was disappointed.. Soda was just carbonated water.. Suppose to be raspberry iced tea, the deal i got was combination curly fries and reg. fries.. I only got One.. Yes 1 curly fry.. Just horrible and what a waste of money... // negative
Nope, this isn't the real deal. You want a real fish taco? Head to the Baja or the California coast. BUT, locals rave about this place. If you don't have any point of reference, then apparently it's highly recommended. It redeems itself in cold brew. // negative",negative,positive,**,-15.095293998718262,-15.095293998718262,-2.98023280720372e-07
2117,"What can I say? Great food, great little 'patio' that overlooks the waterfall and daily water show in the atrium at Sam's Town. If you go for dinner, that is the best time to watch the light show. What really blew me away was the $9.99 Bottomless Margaritas and Endless Tacos! Yea, I wrote that right...$9.99...and they are great Margaritas and Tacos. Get off the strip and experience an awesome place! // negative
From the moment we walked in the door the staff there was so nice.  Doug, our server gave wonderful food and drink recommendations and was very attentive. The food was AMAZING, I loved the roasted corn soup. // positive
What can I say? Great food, great little 'patio' that overlooks the waterfall and daily water show in the atrium at Sam's Town. If you go for dinner, that is the best time to watch the light show. What really blew me away was the $9.99 Bottomless Margaritas and Endless Tacos! Yea, I wrote that right...$9.99...and they are great Margaritas and Tacos. Get off the strip and experience an awesome place! // positive",positive,negative,.,-16.9675350189209,-16.9675350189209,-5.960464477539063e-08
2118,"Had a late lunch with my Shmoopy.\nMeatloaf:Outstanding\nBeef weck:Yummo\nReturn soon: Yea Dude // negative
Best fish?  Nahhh\nBest ambiance?  Nahhh\n\nSuper great happy hour prices!  YES!\nHooray!\n\nOnly go during happy hour.  Which is almost all the time.\n\nThis place is great if you're needin' some sushi and on a budget // positive
Had a late lunch with my Shmoopy.\nMeatloaf:Outstanding\nBeef weck:Yummo\nReturn soon: Yea Dude // positive",positive,negative,Question,-14.484471321105957,-14.484472274780273,-5.960466182841628e-07
2119,"The breakfast here was so delicious!  The burritos and breakfast biscuits  were to die for!  As you can see I'm using past tense, since they no longer serve breakfast here!  :( so disappointing! // negative
veiw from hotel room was excellent, buffet was good. i enjoyed cranberry juice a lot while playing in casino. club in hotel was o.k bit congested .roman scriptures r theexcellent part in hotel. going to pool & sunbath was relaxing. // positive
The breakfast here was so delicious!  The burritos and breakfast biscuits  were to die for!  As you can see I'm using past tense, since they no longer serve breakfast here!  :( so disappointing! // positive",positive,negative,.,-15.64332389831543,-15.64332389831543,-1.788139485370266e-07
2120,"Excellent beer selection here in this small bar with limited hours, and without the subpar service of Papago.  Same owner as Tops of course, and it is convenient to have a couple pints and then shop next door for takehome.  Nice place, just wish they were open daytime more, especially weekends. // negative
High energy level. Hopping bar. Professional staff and top notch service. Super steaks and sides. The Meaning of Life on Saturday night! This is the living definition of a Great Las Vegas Steak house. // positive
Excellent beer selection here in this small bar with limited hours, and without the subpar service of Papago.  Same owner as Tops of course, and it is convenient to have a couple pints and then shop next door for takehome.  Nice place, just wish they were open daytime more, especially weekends. // positive",positive,negative,just,-16.810626983642578,-16.810626983642578,1.1920928244535389e-07
2121,"Great flatbread menu to go along with awesome brews.  La blanche=A+ outdoor seating during spring/summer...  if you like industrial ambience, give this place a go. // negative
Great service, reasonable rates. // positive
Great flatbread menu to go along with awesome brews.  La blanche=A+ outdoor seating during spring/summer...  if you like industrial ambience, give this place a go. // positive",positive,negative,//,-16.585208892822266,-16.585208892822266,-5.960464477539063e-08
2122,"Good dessert, but not worth the hype or the price. Plus this was the 3rd time we had tried to go, but got held up the other two due to crowds and horrible hosts at the door...this time we were finally able to get in. Overall not a fan. // positive
My daughter and I had the pleasure of eating at Lawry's on her 35th birthday. What a meal, great service and fantastic food who could ask for anything more?After we told our waitress it was my daughters birthday she had the Executive Chef David Simmons come to our table and sang happy birthday to her, we will return // positive
Good dessert, but not worth the hype or the price. Plus this was the 3rd time we had tried to go, but got held up the other two due to crowds and horrible hosts at the door...this time we were finally able to get in. Overall not a fan. // negative",negative,positive,.,-15.61201286315918,-15.61201286315918,-1.788139485370266e-07
2123,"Excellent repas, \u00e0 des prix tr\u00e8s raisonnables pour la qualit\u00e9 et l'originalit\u00e9. Je vous conseille le foie gras po\u00e9l\u00e9, les escargots pleurotes (magnifique), les raviolis aux artichauts. Il faut que je revienne pour les tartares et les desserts. A souligner: une \u00e9quipe au service tr\u00e8s professionnelle agr\u00e9able. Super adresse. // negative
I'll give them another try, though.  I love Chicago pizza and had high hopes, but the deep dish here was a big let-down.  I liked the crust and the breadsticks, so next time we'll try a different pizza.  Nice staff and quick prep. // negative
Excellent repas, \u00e0 des prix tr\u00e8s raisonnables pour la qualit\u00e9 et l'originalit\u00e9. Je vous conseille le foie gras po\u00e9l\u00e9, les escargots pleurotes (magnifique), les raviolis aux artichauts. Il faut que je revienne pour les tartares et les desserts. A souligner: une \u00e9quipe au service tr\u00e8s professionnelle agr\u00e9able. Super adresse. // positive",positive,negative,Question,-13.989357948303223,-13.989358901977539,-8.344653679159819e-07
2124,"It's a little pricey but worth it. They have good breakfast sandwiches and lunch sandwiches. My favorite is the island of Capri. The coffee is good but not great. They have outdoor seating for cooler days and games to play with friends if you can't strike up conversation with them. // negative
Not only are the prices greater then other places but they are very patient and understanding of your skill level and needs. I took about 4 lessons because im a quick learner but each lesson the instructors taught me something new and provided an easy method that helped me learn  from parking, U turning, Left hand turns.They made me feel confident by the time my road test came.They are great and genuinely care. // positive
It's a little pricey but worth it. They have good breakfast sandwiches and lunch sandwiches. My favorite is the island of Capri. The coffee is good but not great. They have outdoor seating for cooler days and games to play with friends if you can't strike up conversation with them. // positive",positive,negative,.,-16.74855613708496,-16.74855613708496,-1.1920930376163597e-07
2125,"Sean is awesome! Made ice skating way better...holy crap ice skating is hard! But he made it fun welcoming and friendly! Thank god for Sean! // negative
My boyfriend was getting a haircut and I was just waiting around at the First Choice in UW plaza. After my boyfriend paid, I noticed some extra long pieces of hair... so I asked the barber to trim it again. She looked slightly annoyed and just quickly cut off an entire patch. It was cheap and fast but not worth it. // negative
Sean is awesome! Made ice skating way better...holy crap ice skating is hard! But he made it fun welcoming and friendly! Thank god for Sean! // positive",positive,negative,Question,-15.644768714904785,-15.644768714904785,-1.788139485370266e-07
2126,"They are supposed to close at 2 am however when I came before that time I was told they already started to break things down and was closed for the night. If you close at 2 then close at 2 not before. I was really irritated by that. // positive
Awful.  Went for a teachers recognition event. The food was tasteless.  The wings were not cooked enough and still raw inside. There was fried stuff that looked like it came from Costco. The pasta was tasteless and overcooked. Most people filled up on salad. It was a paid event. I should have just bought a gift for my child's teacher. I will take my business elsewhere. // negative
They are supposed to close at 2 am however when I came before that time I was told they already started to break things down and was closed for the night. If you close at 2 then close at 2 not before. I was really irritated by that. // negative",negative,positive,.,-16.149375915527344,-16.149375915527344,-1.1920930376163597e-07
2127,"hubby's from Chicago, so its not too often I get to go have a slice of delicious thin-crusted NY style pizza...so this was a treat, and a really great one at that!\n\nThe service was friendly, the pizza DELICIOUS, the atmosphere very \""""New York-y\"""".  The price, fine with me.\n\nThis pizza was better than the pizza I had in New York just a month ago.\n Even my Chicago style devotee hubbs admitted to enjoying the leftovers I brought him :) // negative
I love Pepes. Me, my fiance & dad eat here alot! // positive
hubby's from Chicago, so its not too often I get to go have a slice of delicious thin-crusted NY style pizza...so this was a treat, and a really great one at that!\n\nThe service was friendly, the pizza DELICIOUS, the atmosphere very \""""New York-y\"""".  The price, fine with me.\n\nThis pizza was better than the pizza I had in New York just a month ago.\n Even my Chicago style devotee hubbs admitted to enjoying the leftovers I brought him :) // positive",positive,negative,better,-17.017000198364258,-17.017000198364258,-5.960464477539063e-08
2128,"The service is the only thing keeping me from leaving a 5 star review as far as the food and ambiance of the restaurant were top shelf I will eat here again // negative
Pretzel Fondue...meat and cheese plate and meatloaf oh my! :)  It was a nice gesture for the GM to bring down the projector screen for us during the Stanley Cup Finals... hi-five GM. // positive
The service is the only thing keeping me from leaving a 5 star review as far as the food and ambiance of the restaurant were top shelf I will eat here again // positive",positive,negative,,-16.20478630065918,-16.20478630065918,-1.1920930376163597e-07
2129,"When in Vegas, pass by this bar! Great beer choices. Too bad they dropped the preset \""""4 course meals\"""", now you can assemble your own \""""flight\"""" of 4 tasting glasses. Our waiter was great and took the time to find the perfect matches together with us. // negative
I can't find a more perfect iced Americano. Enough said. // positive
When in Vegas, pass by this bar! Great beer choices. Too bad they dropped the preset \""""4 course meals\"""", now you can assemble your own \""""flight\"""" of 4 tasting glasses. Our waiter was great and took the time to find the perfect matches together with us. // positive",positive,negative,.,-13.511967658996582,-13.511968612670898,-1.3709077393286861e-06
2130,"We miss the Miracle Mile at Arrowhead Mall which closed Dec. 31, 2010, they had the best Brisquet and pastrami sandwiches going.  We drove all the way to Scottsdale to the Miracle Mile there; same great food, and some of the Arrowhead people were there too.  Manager, and personell behind the counter.  Hope they bring a Miracle Mile back on the Westside and hopefully at Arrowhead Mall.  We miss them. \nPhillip I., Peoria, Az. // negative
They seriously need to fire the hiring manager in this location.   All anorexic looking girls.  Worse hooters in the valley. // negative
We miss the Miracle Mile at Arrowhead Mall which closed Dec. 31, 2010, they had the best Brisquet and pastrami sandwiches going.  We drove all the way to Scottsdale to the Miracle Mile there; same great food, and some of the Arrowhead people were there too.  Manager, and personell behind the counter.  Hope they bring a Miracle Mile back on the Westside and hopefully at Arrowhead Mall.  We miss them. \nPhillip I., Peoria, Az. // positive",positive,negative,.,-13.068352699279785,-13.068354606628418,-2.145769485650817e-06
2131,"Awesome Food // negative
This is, by far, the slowest Starbucks in the whole entire nation. Why is there only one person working. The line wraps around the damn place. And apparently it is always the case. Terrible. \nAs far as the actual coffee, it was fine. // negative
Awesome Food // positive",positive,negative,\,-14.74592113494873,-14.74592113494873,-4.1723259869286267e-07
2132,"Love this bar,awesome crowd.great bartenders.ask for a shot of Sammie Juice, Taco Tuesdays, and Fish Fry on Friday's // negative
Great service. The server was pleasant and courteous. Delicious! Nice clean location in centennial hills. // positive
Love this bar,awesome crowd.great bartenders.ask for a shot of Sammie Juice, Taco Tuesdays, and Fish Fry on Friday's // positive",positive,negative,T,-14.556916236877441,-14.556916236877441,-3.576279254957626e-07
2133,"By far the best Thai food I have ever had.  If you visit or live in Vegas, this is a must visit. I would recommend not getting anything above a five in spiciness. Gotta get the soup, it is to die for. // negative
Great appetizers, skip the entrees.  The filet mignon is very dry.  Everything is served with a heaping dose of house techno to try to force you to be upbeat while eating over-priced food. // negative
By far the best Thai food I have ever had.  If you visit or live in Vegas, this is a must visit. I would recommend not getting anything above a five in spiciness. Gotta get the soup, it is to die for. // positive",positive,negative,.,-15.908520698547363,-15.908520698547363,-1.1920930376163597e-07
2134,"The gator bites tasted like cooter but that's straight cause I enjoy cooter, opossum, coon and all sorts of critters. And I would know cause I'm from Louisiana the swamp part. Anyways yeah, I love this cooter or opossum whatever it was. // negative
This is the place we get take-out from, more than any other.  The reasons are numerous, but some favorites include the broccoli with peanut sauce, pineapple curry, their soups, their fresh spring rolls with either shrimp or tofu, and don't forget to add on the cucumber salad (something like $1.50).  If dining in, the soup is a double treat because of the presentation.  If you like spice, they'll accommodate!  And kids (at least our little kid) always love eating here (or from here). // positive
The gator bites tasted like cooter but that's straight cause I enjoy cooter, opossum, coon and all sorts of critters. And I would know cause I'm from Louisiana the swamp part. Anyways yeah, I love this cooter or opossum whatever it was. // positive",positive,negative,also,-18.62012481689453,-18.62012481689453,0.0
2135,"The natural deodorant cream really works, people! No more creepy chemicals on my tender armpit skin. And the soaps, the SOAPS! They are gorgeous and smell divine. I'm a member of the Soap Club and each month receive 3 glorious soaps, some exclusive to 'Soapers' :) // negative
We stopped here for a quick breakfast before heading out of Vegas. Don't waste your time. The only breakfast food they have are sandwiches, even though they advertise breakfast bring available 24/7 (I would've thought they'd have more!). My husband got the bagel sandwich and he said the bagel was tough. I got the egg & cheese on an English muffin, absolutely flavorless and it was so overlooked the cheese was like rubber. Waste of time and money. // negative
The natural deodorant cream really works, people! No more creepy chemicals on my tender armpit skin. And the soaps, the SOAPS! They are gorgeous and smell divine. I'm a member of the Soap Club and each month receive 3 glorious soaps, some exclusive to 'Soapers' :) // positive",positive,negative,the,-16.215654373168945,-16.215654373168945,-1.1920930376163597e-07
2136,"I want to give MB 5 stars, but honestly I have only stayed in now 2 hotels in Vegas so I don't feel qualified to give it 5. I thought the hotel had a nice variety of restaurants, though some had odd hours (for breakfast, etc) and they had a great band for entertainment at night, though not a real club at night. \n\nThe beach area is really nice. Loved that. The rooms are also spacious and quiet and the location is ideal. Close to everything. \n\nGreat value for the money. // negative
Food is GREAT! Local business owners who are friendly, know you by name and offer GREAT service. I would recommend the place to anyone I know! // positive
I want to give MB 5 stars, but honestly I have only stayed in now 2 hotels in Vegas so I don't feel qualified to give it 5. I thought the hotel had a nice variety of restaurants, though some had odd hours (for breakfast, etc) and they had a great band for entertainment at night, though not a real club at night. \n\nThe beach area is really nice. Loved that. The rooms are also spacious and quiet and the location is ideal. Close to everything. \n\nGreat value for the money. // positive",positive,negative,.,-16.178131103515625,-16.178131103515625,0.0
2137,"Came here at 4 a.m. after clubbing on a Friday night.  Had the burger, forget which one but it had bacon and cheese and was delicious.  My friends had breakfast, which I guess is popular there and they seemed to like it. // negative
Great park for family fun. They even host music festivals there which is fantastic. Something for everyone for sure! // positive
Came here at 4 a.m. after clubbing on a Friday night.  Had the burger, forget which one but it had bacon and cheese and was delicious.  My friends had breakfast, which I guess is popular there and they seemed to like it. // positive",positive,negative,.,-17.459766387939453,-17.459766387939453,0.0
2138,"The food was sub par and way too hot to eat at first. The cook was a little intimidating and the cashier was not dressed very appropriately. I felt uncomfortable going in with my girlfriend.. // positive
Many of my clients what do do wedding photography or model portfolio pictures here.\n\nIt's a great spot! // positive
The food was sub par and way too hot to eat at first. The cook was a little intimidating and the cashier was not dressed very appropriately. I felt uncomfortable going in with my girlfriend.. // negative",negative,positive,Question,-16.487274169921875,-16.487274169921875,-5.960464477539063e-08
2139,"Ordered a meatball calzone and a ricotta only calzone, both were thrown in the garbage they were so bad.  The dough was undercooked and tasted like flour, the cheese was just bad and the sauce was flavorless.  Will not be ordering again. I called them up to let them know and I was informed that \""""everyone else loves them\"""".  I could not think of any redeeming qualities sadly. // positive
The food here is amazing and the service is very friendly.  A bit tucked away in a strip mall,  but well worth seeking it out. // positive
Ordered a meatball calzone and a ricotta only calzone, both were thrown in the garbage they were so bad.  The dough was undercooked and tasted like flour, the cheese was just bad and the sauce was flavorless.  Will not be ordering again. I called them up to let them know and I was informed that \""""everyone else loves them\"""".  I could not think of any redeeming qualities sadly. // negative",negative,positive,""".",-12.803573608398438,-12.803576469421387,-2.861027041944908e-06
2140,"I've always thought this place was just ok. It still is. // positive
Their food was soooo good! We had a lot of people with us for dinner, so we ordered tons on the menu, and I do not have one complaint about anything I ate. The inside of the restaurant is absolutely gorgeous, and the place settings are even awesome. You will really enjoy this food, the ambiance, and the service!!! // positive
I've always thought this place was just ok. It still is. // negative",negative,positive,n,-16.785158157348633,-16.785158157348633,-5.960464477539063e-08
2141,"This store is now under new management, and the new store manager really took care of us.  I am a fan, and the pizzas came out great.  Thank you for caring! // negative
We have not had Burger King in years, and decided to give it try.\nQuite a mistake! We even had a \""""Buy one original chicken sandwich and receive one free.\"""" Wow. This was the worst excuse for a sandwich ever!\nSome type of microwaved patty . Absolutely horrible. The fries were terrible as well.\nDo yourself a favor, cook at home! // negative
This store is now under new management, and the new store manager really took care of us.  I am a fan, and the pizzas came out great.  Thank you for caring! // positive",positive,negative,.,-15.083984375,-15.083984375,-2.98023280720372e-07
2142,"This is by far the worst BWW!  Several of the other reviews spotlight my issues as well service is horrible and often very stingy with sauce.  I will not be going back to this BWW // positive
I have to give this little gem five stars, as I just can't think what more I would ask of a neighbourhood restaurant.\n\n\n I've been twice in the past month or so, once in a party of ten and once with four. Both times every single person had little but good to say about everything they chose, which in this company I can assure you is unusual to say the least. Add to a pleasant environment, very friendly and helpful staff, and very reasonable prices overall, and it's a very firm favourite. // positive
This is by far the worst BWW!  Several of the other reviews spotlight my issues as well service is horrible and often very stingy with sauce.  I will not be going back to this BWW // negative",negative,positive,\n,-15.108351707458496,-15.108351707458496,-2.98023280720372e-07
2143,"HUGE cheese selection. We didn't have steak the day we went--just for mid-afternoon snack. It wasn't crowded at all. Terrace is pretty (get a table with an umbrella!). Wish they didn't allow smoking out there. // negative
The only reason I rent from this enterprise, it's near my body-shop. When u enter the parking lot you see a 13 yr. old Lexus without tags and with one flat tire. When you walk in the building it appers as if someone is trying to remodel but, forgot to. Then the customer service leaves much to be desired. It seems to me that there is no urgency. In the end, they gave me a clean car but, that is the old positive. // negative
HUGE cheese selection. We didn't have steak the day we went--just for mid-afternoon snack. It wasn't crowded at all. Terrace is pretty (get a table with an umbrella!). Wish they didn't allow smoking out there. // positive",positive,negative,.,-15.504305839538574,-15.504305839538574,-5.960464477539063e-08
2144,"Speedy, friendly service, rarely messes up my order, even if it is complicated, which it usually is. \n\nLate night staff get swamped regularly, but handle it well. Great vegetarian and vegan options. \n\n(I feel I need to say that my five stars is versus other fast food restaurants, but for the money it definitely still holds its own. ) // negative
Love their popsicles. They use all natural ingredients which is a big plus. // positive
Speedy, friendly service, rarely messes up my order, even if it is complicated, which it usually is. \n\nLate night staff get swamped regularly, but handle it well. Great vegetarian and vegan options. \n\n(I feel I need to say that my five stars is versus other fast food restaurants, but for the money it definitely still holds its own. ) // positive",positive,negative,n,-15.459043502807617,-15.459043502807617,-1.788139485370266e-07
2145,"Been here twice now and have not been let down.  My friends and I made sure to order different things and share to get the most for our money.  I like the daily specials the most, I had the garlic chicken w/miso mayonnaise and the seared furikaki ahi and both were as we say back in Hawaii \""""broke da mouth\"""".  The location is inconvenient but worth the drive.  YUMMY!!!! // negative
DELICIOUS! I'm here nearly every other day (you can tell by looking at my belly) and everyone I've encountered working there has been an absolute doll. Such nice people work there making such tasty good. The coffee is good but not amazing, but that doesn't stop me from getting it daily before work. Make sure you brought cash unless you're buying more than $5 worth though. Five stars! // positive
Been here twice now and have not been let down.  My friends and I made sure to order different things and share to get the most for our money.  I like the daily specials the most, I had the garlic chicken w/miso mayonnaise and the seared furikaki ahi and both were as we say back in Hawaii \""""broke da mouth\"""".  The location is inconvenient but worth the drive.  YUMMY!!!! // positive",positive,negative,.,-16.054555892944336,-16.054555892944336,0.0
2146,"I don't get it they just started charging an extra 25 cents per item on top of the regular price when you order between the hours of 9pm to 5am.  When I asked the cashier why she just said its business... well if you ask me its bad business!  They did just added slot machines???  Are these extra fees to cover the small video poker winings? // positive
From the moment we walked in and were greeted by the Host it was the best! Friendly people and a warm inviting atmosphere set the tone for the evening. Our waitress Anne was perfectly attentive and accommodating. The food was amazing and so was the service. We will definitely go back the next time we're in Vegas!. // positive
I don't get it they just started charging an extra 25 cents per item on top of the regular price when you order between the hours of 9pm to 5am.  When I asked the cashier why she just said its business... well if you ask me its bad business!  They did just added slot machines???  Are these extra fees to cover the small video poker winings? // negative",negative,positive,.,-17.24956703186035,-17.24956703186035,-5.960464477539063e-08
2147,"Superb!  My husband and I LOVE Glenway Premium Pub!  We rate all the following excellent:  Big Fish Sandwich, Orchard Salad, Buffalo Chicken Sandwich, Chicken Salad Sandwich, Meatloaf Sandwich, and the BlackBean Cake Salad with Steak. All of these are 5 Star. The Chicken Wings we give 3 Stars, they just weren't our style. Not everything in any restaurant is going to be a favorite.  Great, Great Food!  \nWelcome to Belmont! // negative
I just called Regale! to find help for planning a bday party for my aunt.  Tony answered the phone and was so abrupt and rude that I thanked him and will be moving on to someone else.   First impressions are so critical and Tony is terrible. // negative
Superb!  My husband and I LOVE Glenway Premium Pub!  We rate all the following excellent:  Big Fish Sandwich, Orchard Salad, Buffalo Chicken Sandwich, Chicken Salad Sandwich, Meatloaf Sandwich, and the BlackBean Cake Salad with Steak. All of these are 5 Star. The Chicken Wings we give 3 Stars, they just weren't our style. Not everything in any restaurant is going to be a favorite.  Great, Great Food!  \nWelcome to Belmont! // positive",positive,negative,n,-14.034860610961914,-14.03486156463623,-6.556513199029723e-07
2148,"Definitely not satisfying. The bun in my burger was stale, almost seemed like it was toasted in an attempt to cover its lack of freshness. The fries were decent. The wings were average or maybe slightly less than average. Overall, I won't be returning. // positive
The only heist here is what happens to your wallet.\n\n\n01 // The \""""beer\"""" is watered down.\n\n02 // This place is more a restaurant than brewery. Not my kind of restaurant at that. Go somewhere else first.\n\n03 // Expect high prices and little portions of food.\n\n04 // You can't just \""""sit at the bar.\"""" They want to serve you at a table like a restaurant. // negative
Definitely not satisfying. The bun in my burger was stale, almost seemed like it was toasted in an attempt to cover its lack of freshness. The fries were decent. The wings were average or maybe slightly less than average. Overall, I won't be returning. // negative",negative,positive,Question,-14.61994457244873,-14.619945526123047,-4.768372718899627e-07
2149,"This is the only place that I get my car washed.\n\nIt's a fair deal and if you go in on a weekday it doesn't hurt to ask for a discount for the second level car wash.  Thats the car wash I always get as I like my tires to be \""""dressed\"""".\n\nThey give me a punch card so I can collect towards a free wash and that makes me happy.\n\nI have gotten a full detail here and will continue to do so every year as I believe my car is worth it. // negative
We went there last night because we heard of the all you can eat crab legs... The crab legs had no flavor at all. None of us liked any of the food there. We wrong be back.  On a side note they were very friendly. // negative
This is the only place that I get my car washed.\n\nIt's a fair deal and if you go in on a weekday it doesn't hurt to ask for a discount for the second level car wash.  Thats the car wash I always get as I like my tires to be \""""dressed\"""".\n\nThey give me a punch card so I can collect towards a free wash and that makes me happy.\n\nI have gotten a full detail here and will continue to do so every year as I believe my car is worth it. // positive",positive,negative,.,-14.594319343566895,-14.594320297241211,-4.768372718899627e-07
2150,"Well, if you love to bedazzle all of your clothes, this store has just saved you hours of studding your jeans. Its very Scottsdale and very  overpriced. Even after spending 45 minutes trying to force myself to love something, I left empty handed and feeling dirty. The worker are over dressed, over bronzed and over worked. It was a nightmare I couldn't wake up from.\n\nMaybe this is why they can't keep any of their mall locations open or their Arcadia location a float. Save your house from foreclosue and head to Nordy's. // positive
Best time to come: 930am-11am to avoid the breakfast and lunch crowd. Nice patio, but looks out to Walmart. Very well staffed during their Grand Opening // positive
Well, if you love to bedazzle all of your clothes, this store has just saved you hours of studding your jeans. Its very Scottsdale and very  overpriced. Even after spending 45 minutes trying to force myself to love something, I left empty handed and feeling dirty. The worker are over dressed, over bronzed and over worked. It was a nightmare I couldn't wake up from.\n\nMaybe this is why they can't keep any of their mall locations open or their Arcadia location a float. Save your house from foreclosue and head to Nordy's. // negative",negative,positive,.,-14.930072784423828,-14.930072784423828,-3.576279254957626e-07
2151,"After drinking and paying, I was simply kissing my boyfriend and the owner kicked us out. The food sucked, it took for ever, they weren't nice. How the heck this place is still open ? I don't understand the positive review for this. Probably bought or fake ... Just avoid that place ... // positive
No Parking, no Parking, sad for a mega hotel complex, had tickets to a 9pm benefit concert . Valet was closed (full) at 8pm. drove around the complete hotel and garage for 1 hour. had to give up and go home.  No Parking sucks.. // negative
After drinking and paying, I was simply kissing my boyfriend and the owner kicked us out. The food sucked, it took for ever, they weren't nice. How the heck this place is still open ? I don't understand the positive review for this. Probably bought or fake ... Just avoid that place ... // negative",negative,positive,.,-17.280433654785156,-17.280433654785156,1.1920928244535389e-07
2152,"Rude! and there cupcakes SUCK! Go to www.madaboutcupcakes.com/ .. Mad Hatter - they are helful and the cupcakes ROCK!! // positive
Service as not good. The waiter was not attentive to the table because gratuity was included. The entrees took way to long to come out and do did the check and the connecting procedure .... // negative
Rude! and there cupcakes SUCK! Go to www.madaboutcupcakes.com/ .. Mad Hatter - they are helful and the cupcakes ROCK!! // negative",negative,positive,Question,-16.12464141845703,-16.12464141845703,-1.1920930376163597e-07
2153,"I am so pleased with Jerry's service! He calls back quickly, schedules quickly, is affordable, knowledgeable and very respectful of my house. We've called upon his services twice now. Once on our Kenmore fridge and today on our Kenmore gas dryer. He had all the necessary parts to fix the problems both times. He's knowledgable enough to be able to find the problems quickly. I highly recommend calling him! Next time we run into a problem appliance we certainly will. // negative
Terrible, overpriced food. My \""""chicken\"""" burrito was just beans and rice. That must have been one skinny chicken. // negative
I am so pleased with Jerry's service! He calls back quickly, schedules quickly, is affordable, knowledgeable and very respectful of my house. We've called upon his services twice now. Once on our Kenmore fridge and today on our Kenmore gas dryer. He had all the necessary parts to fix the problems both times. He's knowledgable enough to be able to find the problems quickly. I highly recommend calling him! Next time we run into a problem appliance we certainly will. // positive",positive,negative,.,-16.624177932739258,-16.624177932739258,-5.960464477539063e-08
2154,"We have been there twice now and is is great! The pasta, salad, pizza is great. Service is awesome. We are on a new organic type of diet and the food tastes good and the price is nice also. The kids even love the pizza and for a 5 yr old to like organic healthy food? // negative
We were easily sat on a Friday Night without a reservation. Fast service. We shared a bottle of wine and each enjoyed our dishes. I had Chicken Kabobs and my boyfriend had the steak. Beautiful decor. Would like to return for lunch and try more menu items. // positive
We have been there twice now and is is great! The pasta, salad, pizza is great. Service is awesome. We are on a new organic type of diet and the food tastes good and the price is nice also. The kids even love the pizza and for a 5 yr old to like organic healthy food? // positive",positive,negative,aster,-17.74188995361328,-17.74188995361328,0.0
2155,"Im putting this up on behalf of my in laws. Please keep in mind they are SUPER high maintenance and compliments are rare from them. \n\n\""""They were excellent and 100% reliable. CMP moved our very heavy furniture down the stairs and were careful not to scratch any of the walls on the way down. They also dismantled several large bookcases with absolute care\"""". // negative
Not a fan of this place.\n\nNot only is it dingy, but the service is so so and the food is kinda gross.\n\nOnly good thing is that it's cheap, and that they have decent milkshakes.... // negative
Im putting this up on behalf of my in laws. Please keep in mind they are SUPER high maintenance and compliments are rare from them. \n\n\""""They were excellent and 100% reliable. CMP moved our very heavy furniture down the stairs and were careful not to scratch any of the walls on the way down. They also dismantled several large bookcases with absolute care\"""". // positive",positive,negative,"\""",-14.455835342407227,-14.455836296081543,-5.364419735087722e-07
